mol_id,status,HOMO_eV,LUMO_eV,HOMO_LUMO_gap_eV,error,split
MOL_90882,success,-9.14203539,-8.36257517,0.77946023,,train
MOL_63032,success,-9.38350894,-8.09719645,1.28631248,,train
MOL_10173,success,-9.04062881,-8.4702625,0.57036632,,train
MOL_47706,success,-8.88689494,-8.66161443,0.22528051,,train
MOL_95993,success,-9.1228284,-8.34336874,0.77945965,,train
MOL_67834,success,-8.95983481,-8.55104399,0.40879083,,train
MOL_07336,success,-9.41555582,-8.05428802,1.36126779,,train
MOL_91870,success,-9.3649214,-8.09065052,1.27427089,,train
MOL_45911,success,-9.60609922,-7.77128314,1.83481608,,train
MOL_44114,success,-8.92661633,-8.55992436,0.36669197,,train
MOL_71196,success,-9.30836137,-8.20063324,1.10772812,,train
MOL_55256,success,-9.4052202,-8.05528186,1.34993834,,train
MOL_61029,success,-9.02642001,-8.45549073,0.57092928,,train
MOL_21679,success,-9.19531637,-8.31492831,0.88038806,,train
MOL_50559,success,-9.29208268,-8.17831783,1.11376485,,train
MOL_29094,success,-8.8728545,-8.62959017,0.24326433,,train
MOL_70564,success,-9.13161179,-8.34781046,0.78380133,,train
MOL_43336,success,-9.13995033,-8.33668029,0.80327004,,train
MOL_67423,success,-9.0644658,-8.48459022,0.57987558,,train
MOL_30144,success,-9.18517815,-8.2873338,0.89784436,,train
MOL_28933,success,-8.96605746,-8.51699917,0.44905829,,train
MOL_91252,success,-8.88134768,-8.68842114,0.19292653,,train
MOL_29446,success,-8.83389613,-8.66789967,0.16599646,,train
MOL_14298,success,-9.25586424,-8.22832221,1.02754203,,train
MOL_11425,success,-9.25474864,-8.24284963,1.01189901,,train
MOL_87429,success,-8.92135678,-8.62036791,0.30098888,,train
MOL_27116,success,-9.12437757,-8.37827442,0.74610315,,train
MOL_07454,success,-9.39270156,-8.04917255,1.34352901,,train
MOL_70048,success,-9.22302593,-8.27884219,0.94418374,,train
MOL_19892,success,-9.45505651,-8.0176409,1.43741561,,train
MOL_22665,success,-9.18925846,-8.29119253,0.89806593,,train
MOL_05941,success,-9.11425566,-8.399666,0.71458965,,train
MOL_19531,success,-9.2906923,-8.15875173,1.13194057,,train
MOL_06848,success,-9.39133854,-8.09473717,1.29660138,,train
MOL_21480,success,-9.30616287,-8.1769531,1.12920977,,train
MOL_20358,success,-8.87085951,-8.58843107,0.28242844,,train
MOL_97175,success,-9.1610935,-8.35807197,0.80302153,,train
MOL_34989,success,-8.8051169,-8.69096267,0.11415423,,train
MOL_44639,success,-9.19742573,-8.32082623,0.8765995,,train
MOL_58284,success,-8.76961714,-8.74755756,0.02205958,,train
MOL_66766,success,-9.17447622,-8.30442958,0.87004664,,train
MOL_43326,success,-9.19807846,-8.32663584,0.87144262,,train
MOL_23449,success,-9.13447835,-8.37176814,0.76271022,,train
MOL_81786,success,-9.37376113,-8.06492408,1.30883705,,train
MOL_82144,success,-9.10353662,-8.45309366,0.65044297,,train
MOL_47837,success,-9.17548595,-8.29254529,0.88294066,,train
MOL_14733,success,-9.1798034,-8.30227692,0.87752648,,train
MOL_64387,success,-8.91284551,-8.61069339,0.30215212,,train
MOL_09338,success,-9.19891039,-8.28242588,0.91648451,,train
MOL_36467,success,-8.91809801,-8.64072272,0.27737528,,train
MOL_75040,success,-9.16974975,-8.33861003,0.83113972,,train
MOL_72051,success,-9.49331265,-7.96988273,1.52342992,,train
MOL_33857,success,-9.20601401,-8.30468667,0.90132733,,train
MOL_81958,success,-9.18108894,-8.36125092,0.81983802,,train
MOL_82066,success,-9.09681676,-8.47606249,0.62075427,,train
MOL_71530,success,-9.14117756,-8.43817352,0.70300405,,train
MOL_94954,success,-9.05721423,-8.47826558,0.57894865,,train
MOL_29035,success,-9.39016988,-8.08651972,1.30365016,,train
MOL_42556,success,-9.06187964,-8.43828093,0.62359871,,train
MOL_16138,success,-9.43843822,-8.0374335,1.40100472,,train
MOL_26048,success,-9.29153677,-8.14591299,1.14562378,,train
MOL_07413,success,-9.03707387,-8.49432574,0.54274812,,train
MOL_73557,success,-9.30113079,-8.13720075,1.16393004,,train
MOL_63749,success,-9.21585441,-8.26702626,0.94882815,,train
MOL_83353,success,-8.90691113,-8.5869908,0.31992033,,train
MOL_13087,success,-9.18519155,-8.33795474,0.84723681,,train
MOL_74704,success,-9.17481115,-8.33306053,0.84175062,,train
MOL_02836,success,-9.48165741,-7.99279438,1.48886303,,train
MOL_65080,success,-9.52315795,-7.85243684,1.6707211,,train
MOL_81031,success,-9.16682928,-8.28093892,0.88589036,,train
MOL_23232,success,-9.36152106,-8.16197783,1.19954323,,train
MOL_14694,success,-9.06485168,-8.4292168,0.63563487,,train
MOL_91484,success,-9.00562825,-8.494133,0.51149525,,train
MOL_39250,success,-9.13048818,-8.28490973,0.84557845,,train
MOL_11209,success,-8.98955234,-8.48225486,0.50729748,,train
MOL_92762,success,-8.81952042,-8.61806479,0.20145563,,train
MOL_28956,success,-8.84997031,-8.57477268,0.27519764,,train
MOL_48710,success,-9.29715577,-8.15510705,1.14204872,,train
MOL_70573,success,-9.05028395,-8.40654367,0.64374028,,train
MOL_28276,success,-8.9008788,-8.60598787,0.29489093,,train
MOL_15318,success,-9.29341595,-8.19966713,1.09374883,,train
MOL_61656,success,-9.01826734,-8.41071589,0.60755145,,train
MOL_56109,success,-9.09282993,-8.36293234,0.72989759,,train
MOL_86862,success,-9.42077088,-7.95052872,1.47024216,,train
MOL_44293,success,-9.10603741,-8.38042632,0.72561109,,train
MOL_11325,success,-9.1104347,-8.30152416,0.80891054,,train
MOL_68806,success,-9.0582752,-8.44077075,0.61750445,,train
MOL_01743,success,-8.97403797,-8.56357545,0.41046252,,train
MOL_52060,success,-9.424666,-8.0320544,1.3926116,,train
MOL_78449,success,-9.11762409,-8.38019391,0.73743018,,train
MOL_76199,success,-9.25553465,-8.20832306,1.0472116,,train
MOL_73864,success,-9.1139674,-8.40459768,0.70936971,,train
MOL_38717,success,-9.28884605,-8.21623825,1.0726078,,train
MOL_64999,success,-9.18881867,-8.24022812,0.94859056,,train
MOL_02167,success,-8.94760455,-8.56838077,0.37922378,,train
MOL_26064,success,-9.08031548,-8.42916001,0.65115546,,train
MOL_56182,success,-9.1118808,-8.41077788,0.70110293,,train
MOL_80040,success,-9.37565694,-8.07932472,1.29633222,,train
MOL_85628,success,-9.30121642,-8.18870589,1.11251053,,train
MOL_59138,success,-9.27858507,-8.14182081,1.13676427,,train
MOL_33907,success,-9.35320533,-8.1036111,1.24959422,,train
MOL_05672,success,-9.16260198,-8.35800363,0.80459835,,train
MOL_92402,success,-9.11335059,-8.41821068,0.69513991,,train
MOL_34399,success,-9.18530581,-8.25731138,0.92799443,,train
MOL_45457,success,-9.03098511,-8.46469179,0.56629332,,train
MOL_71644,success,-9.12545724,-8.38536091,0.74009633,,train
MOL_05572,success,-8.80708254,-8.6836654,0.12341714,,train
MOL_06303,success,-9.22213939,-8.293331,0.92880839,,train
MOL_11953,success,-9.18899993,-8.40281999,0.78617994,,train
MOL_92999,success,-9.24970325,-8.26466041,0.98504285,,train
MOL_61485,success,-9.10001473,-8.43400193,0.6660128,,train
MOL_32883,success,-9.10987472,-8.38072502,0.72914971,,train
MOL_71073,success,-9.17038467,-8.35234309,0.81804158,,train
MOL_19236,success,-9.34208835,-8.07490689,1.26718147,,train
MOL_15735,success,-8.95417686,-8.54210144,0.41207542,,train
MOL_49286,success,-9.11399806,-8.39574399,0.71825407,,train
MOL_50477,success,-9.18100672,-8.32458069,0.85642604,,train
MOL_37364,success,-9.41368178,-8.0763093,1.33737247,,train
MOL_23988,success,-9.43130377,-8.05583593,1.37546784,,train
MOL_68428,success,-9.34605254,-8.12878179,1.21727076,,train
MOL_67690,success,-9.24679711,-8.10942006,1.13737705,,train
MOL_96663,success,-9.04229977,-8.50872507,0.5335747,,train
MOL_79621,success,-8.91610837,-8.64742778,0.26868058,,train
MOL_17500,success,-9.17456205,-8.31208657,0.86247548,,train
MOL_51742,success,-9.19988311,-8.21928908,0.98059402,,train
MOL_26920,success,-9.1895584,-8.29265104,0.89690736,,train
MOL_06781,success,-8.99063437,-8.51645002,0.47418435,,train
MOL_89101,success,-9.35358607,-8.12895007,1.224636,,train
MOL_10009,success,-9.07904935,-8.41450355,0.6645458,,train
MOL_65571,success,-8.74944024,-8.73902518,0.01041506,,train
MOL_23499,success,-9.27501759,-8.17887615,1.09614144,,train
MOL_32034,success,-9.34975713,-8.19189319,1.15786394,,train
MOL_55830,success,-9.284176,-8.25153374,1.03264226,,train
MOL_46786,success,-9.01506411,-8.5354646,0.47959952,,train
MOL_35702,success,-9.10863987,-8.38751078,0.7211291,,train
MOL_01425,success,-8.89694454,-8.64213863,0.25480591,,train
MOL_17248,success,-9.11649299,-8.41600564,0.70048735,,train
MOL_51580,success,-9.1003978,-8.39625195,0.70414585,,train
MOL_88419,success,-9.11947016,-8.43789031,0.68157985,,train
MOL_26047,success,-9.15624661,-8.31462113,0.84162548,,train
MOL_03705,success,-9.52824194,-7.91015972,1.61808222,,train
MOL_86821,success,-9.17975728,-8.35379233,0.82596495,,train
MOL_99420,success,-9.15551733,-8.27916041,0.87635692,,train
MOL_88074,success,-9.31491632,-8.19837874,1.11653758,,train
MOL_30623,success,-9.24267425,-8.27113363,0.97154062,,train
MOL_72321,success,-9.41228094,-8.05205878,1.36022215,,train
MOL_61771,success,-9.30323297,-8.13846223,1.16477074,,train
MOL_74364,success,-9.2549722,-8.20718371,1.04778849,,train
MOL_86598,success,-9.07091843,-8.4132019,0.65771653,,train
MOL_97329,success,-8.90751294,-8.55962225,0.34789069,,train
MOL_73662,success,-9.34657951,-8.17814874,1.16843077,,train
MOL_17341,success,-9.24637446,-8.25732123,0.98905323,,train
MOL_59157,success,-9.21537072,-8.28378326,0.93158747,,train
MOL_52429,success,-9.37257748,-7.95057094,1.42200653,,train
MOL_80009,success,-8.94050711,-8.5649729,0.37553421,,train
MOL_91225,success,-9.0604614,-8.41717296,0.64328844,,train
MOL_85973,success,-9.02723478,-8.42468808,0.6025467,,train
MOL_96128,success,-9.14029005,-8.35551711,0.78477294,,train
MOL_89346,success,-8.85726438,-8.62593463,0.23132975,,train
MOL_46106,success,-9.24860349,-8.27255022,0.97605326,,train
MOL_28510,success,-9.13182045,-8.40164366,0.73017679,,train
MOL_47212,success,-9.28117752,-8.19052187,1.09065564,,train
MOL_07957,success,-8.89767741,-8.63357992,0.26409749,,train
MOL_62315,success,-9.09510746,-8.36128238,0.73382508,,train
MOL_66471,success,-8.9397831,-8.53473049,0.40505261,,train
MOL_69941,success,-9.35459813,-8.0612059,1.29339223,,train
MOL_68088,success,-9.66180748,-7.69347926,1.96832822,,train
MOL_40588,success,-9.30454344,-8.1597464,1.14479704,,train
MOL_75613,success,-9.34955706,-8.13717025,1.21238682,,train
MOL_37775,success,-9.49952818,-7.89386272,1.60566546,,train
MOL_11478,success,-9.14996603,-8.29823858,0.85172745,,train
MOL_18750,success,-9.08386793,-8.40871462,0.67515331,,train
MOL_23025,success,-9.20458353,-8.24015704,0.96442649,,train
MOL_42388,success,-9.04302024,-8.44423937,0.59878087,,train
MOL_24236,success,-9.362382,-8.12528,1.237102,,train
MOL_16395,success,-8.99257726,-8.5513896,0.44118766,,train
MOL_31519,success,-9.3326872,-8.15207205,1.18061515,,train
MOL_88688,success,-9.19843105,-8.29096674,0.90746431,,train
MOL_47616,success,-9.35545078,-8.16625239,1.18919839,,train
MOL_75214,success,-9.43042095,-8.05078036,1.37964059,,train
MOL_71185,success,-9.42006918,-8.05019965,1.36986953,,train
MOL_10612,success,-9.01122508,-8.47490997,0.53631511,,train
MOL_57584,success,-8.9464358,-8.49865537,0.44778043,,train
MOL_39056,success,-9.24778584,-8.26167881,0.98610703,,train
MOL_48274,success,-9.20016771,-8.13985242,1.06031529,,train
MOL_39201,success,-9.22093876,-8.31675053,0.90418823,,train
MOL_49464,success,-9.25751179,-8.2470852,1.01042659,,train
MOL_52712,success,-9.17850081,-8.3076463,0.87085451,,train
MOL_36763,success,-9.38357851,-8.03244444,1.35113407,,train
MOL_46352,success,-9.46392379,-7.99729969,1.4666241,,train
MOL_40926,success,-9.05119467,-8.53512496,0.51606971,,train
MOL_12750,success,-8.93139443,-8.57854264,0.35285178,,train
MOL_63955,success,-9.22490669,-8.27397581,0.95093089,,train
MOL_59826,success,-8.87856773,-8.65314414,0.22542359,,train
MOL_46545,success,-9.27157688,-8.17029842,1.10127845,,train
MOL_18759,success,-9.31169308,-8.07734827,1.23434482,,train
MOL_03295,success,-9.15797483,-8.34594677,0.81202806,,train
MOL_94836,success,-9.11137982,-8.418938,0.69244182,,train
MOL_34676,success,-8.80347972,-8.72716858,0.07631114,,train
MOL_33789,success,-9.22970827,-8.26776727,0.961941,,train
MOL_83128,success,-9.58616761,-7.76830129,1.81786632,,train
MOL_88028,success,-9.05903561,-8.50796459,0.55107102,,train
MOL_63099,success,-9.19479406,-8.31885787,0.87593619,,train
MOL_10452,success,-8.94373294,-8.65523848,0.28849446,,train
MOL_91259,success,-9.31284782,-8.12432955,1.18851828,,train
MOL_19140,success,-9.00541019,-8.42718239,0.57822781,,train
MOL_67182,success,-9.34349348,-8.12650456,1.21698892,,train
MOL_44379,success,-8.93584439,-8.54127199,0.3945724,,train
MOL_63299,success,-8.96883225,-8.50274602,0.46608623,,train
MOL_97888,success,-9.09126056,-8.45044858,0.64081198,,train
MOL_55777,success,-9.14408226,-8.40702433,0.73705793,,train
MOL_67258,success,-8.8092788,-8.65883945,0.15043935,,train
MOL_56426,success,-8.99222081,-8.50217618,0.49004462,,train
MOL_55927,success,-8.85024387,-8.65624382,0.19400005,,train
MOL_71531,success,-9.19488672,-8.29360974,0.90127697,,train
MOL_28472,success,-9.2335724,-8.26043126,0.97314114,,train
MOL_49937,success,-8.93754649,-8.56847866,0.36906783,,train
MOL_90656,success,-9.24192756,-8.22687754,1.01505002,,train
MOL_43822,success,-9.09196823,-8.38399125,0.70797698,,train
MOL_60733,success,-9.32804664,-8.10775263,1.22029401,,train
MOL_14071,success,-9.48062243,-7.97499423,1.5056282,,train
MOL_56202,success,-9.32261093,-8.06493076,1.25768017,,train
MOL_65832,success,-9.45041378,-8.02423228,1.4261815,,train
MOL_09321,success,-8.85158462,-8.66558206,0.18600256,,train
MOL_40134,success,-9.08460649,-8.34502276,0.73958374,,train
MOL_58184,success,-9.01925626,-8.4810313,0.53822496,,train
MOL_62998,success,-9.33861408,-8.17805675,1.16055733,,train
MOL_95065,success,-8.75015252,-8.7476895,0.00246302,,train
MOL_32541,success,-9.25102777,-8.28160157,0.96942621,,train
MOL_27450,success,-9.31430352,-8.22960584,1.08469767,,train
MOL_54918,success,-9.11500637,-8.29453889,0.82046748,,train
MOL_24057,success,-9.28918704,-8.18953534,1.0996517,,train
MOL_57229,success,-8.94430962,-8.6009412,0.34336842,,train
MOL_03953,success,-9.19924083,-8.31503159,0.88420925,,train
MOL_26386,success,-8.9246051,-8.58987802,0.33472708,,train
MOL_77306,success,-9.10908392,-8.39497082,0.7141131,,train
MOL_97125,success,-8.92776891,-8.57026518,0.35750373,,train
MOL_25828,success,-9.01374438,-8.40971588,0.6040285,,train
MOL_51615,success,-9.17399757,-8.28179531,0.89220226,,train
MOL_45884,success,-8.84244871,-8.58159408,0.26085463,,train
MOL_33714,success,-9.29370556,-8.15777696,1.1359286,,train
MOL_29415,success,-8.99532645,-8.46342688,0.53189957,,train
MOL_26172,success,-9.28462325,-8.23004448,1.05457877,,train
MOL_28957,success,-8.79969513,-8.70409679,0.09559834,,train
MOL_70145,success,-9.41187975,-8.0091623,1.40271745,,train
MOL_19675,success,-9.05486553,-8.42160934,0.63325618,,train
MOL_23132,success,-9.18192243,-8.31705368,0.86486875,,train
MOL_98519,success,-9.43027949,-8.1050878,1.3251917,,train
MOL_98155,success,-9.08988224,-8.42409478,0.66578745,,train
MOL_20006,success,-8.98210338,-8.58656056,0.39554282,,train
MOL_49315,success,-9.31880894,-8.09902138,1.21978756,,train
MOL_76322,success,-8.84685525,-8.69104001,0.15581524,,train
MOL_52397,success,-9.05330253,-8.39507686,0.65822567,,train
MOL_44492,success,-9.16917951,-8.32165406,0.84752545,,train
MOL_46129,success,-9.14365442,-8.34185722,0.80179721,,train
MOL_62175,success,-8.79296158,-8.68682912,0.10613246,,train
MOL_85644,success,-9.21253284,-8.281432,0.93110085,,train
MOL_31775,success,-9.38153918,-8.11537412,1.26616506,,train
MOL_80066,success,-9.05567152,-8.43192804,0.62374348,,train
MOL_41208,success,-9.10442336,-8.40435808,0.70006528,,train
MOL_14799,success,-9.02822404,-8.41860743,0.60961661,,train
MOL_42781,success,-9.31729193,-8.16146121,1.15583072,,train
MOL_86905,success,-9.24327499,-8.22881732,1.01445767,,train
MOL_86839,success,-9.36295674,-8.05805547,1.30490127,,train
MOL_72541,success,-9.21347553,-8.29739492,0.91608061,,train
MOL_64396,success,-9.1227851,-8.45013141,0.67265369,,train
MOL_19354,success,-9.21324834,-8.25186825,0.96138009,,train
MOL_65607,success,-9.13428177,-8.3766528,0.75762897,,train
MOL_82767,success,-8.86493026,-8.66269313,0.20223713,,train
MOL_98257,success,-9.47134572,-7.98991246,1.48143325,,train
MOL_51213,success,-9.06938048,-8.49710686,0.57227363,,train
MOL_02555,success,-9.02405188,-8.49931428,0.52473761,,train
MOL_25152,success,-8.87834294,-8.63937869,0.23896425,,train
MOL_65874,success,-9.28134722,-8.24554296,1.03580426,,train
MOL_28277,success,-8.91655771,-8.58495343,0.33160428,,train
MOL_68323,success,-9.25290826,-8.21868395,1.03422431,,train
MOL_05563,success,-9.38654712,-8.1010603,1.28548682,,train
MOL_59939,success,-8.82199011,-8.73385175,0.08813835,,train
MOL_86057,success,-9.27493111,-8.15940178,1.11552933,,train
MOL_84505,success,-9.34403582,-8.13503168,1.20900414,,train
MOL_09685,success,-8.90601076,-8.65157202,0.25443874,,train
MOL_34800,success,-9.40119102,-7.9907985,1.41039252,,train
MOL_38314,success,-9.20206838,-8.26062371,0.94144467,,train
MOL_52722,success,-8.95080403,-8.47614372,0.47466031,,train
MOL_22581,success,-9.41560119,-7.971453,1.44414819,,train
MOL_83103,success,-9.21519052,-8.23940657,0.97578395,,train
MOL_65118,success,-9.18453721,-8.3126897,0.87184752,,train
MOL_89854,success,-9.19277319,-8.29091961,0.90185357,,train
MOL_05867,success,-9.23817006,-8.21993621,1.01823385,,train
MOL_75936,success,-9.34098093,-8.09731826,1.24366266,,train
MOL_17675,success,-9.30575071,-8.15796258,1.14778814,,train
MOL_47757,success,-9.09435384,-8.42084275,0.67351109,,train
MOL_42546,success,-9.23184397,-8.23397203,0.99787194,,train
MOL_92044,success,-8.89713468,-8.58569354,0.31144114,,train
MOL_76667,success,-9.28266821,-8.22070889,1.06195932,,train
MOL_79368,success,-9.12291984,-8.43800543,0.68491441,,train
MOL_88344,success,-9.327111,-8.05666061,1.27045039,,train
MOL_60647,success,-8.83138751,-8.58238715,0.24900037,,train
MOL_97264,success,-9.05082124,-8.48345827,0.56736296,,train
MOL_95340,success,-9.32990826,-8.14390197,1.18600629,,train
MOL_17140,success,-9.22626605,-8.28439817,0.94186788,,train
MOL_78834,success,-9.46502688,-7.98568954,1.47933734,,train
MOL_89027,success,-9.07602641,-8.43418803,0.64183838,,train
MOL_50822,success,-9.073983,-8.41176652,0.66221648,,train
MOL_93482,success,-9.25655382,-8.19527307,1.06128075,,train
MOL_96245,success,-9.14115035,-8.35123662,0.78991373,,train
MOL_42376,success,-9.16268327,-8.40851981,0.75416346,,train
MOL_03073,success,-9.10477355,-8.38882735,0.71594619,,train
MOL_96312,success,-9.06346079,-8.46402507,0.59943572,,train
MOL_01156,success,-9.2776709,-8.28686857,0.99080232,,train
MOL_53423,success,-9.09243581,-8.37445523,0.71798058,,train
MOL_64985,success,-9.04265227,-8.50001024,0.54264203,,train
MOL_58199,success,-8.78771424,-8.75303341,0.03468083,,train
MOL_87510,success,-9.00189034,-8.51822578,0.48366456,,train
MOL_88312,success,-9.5127529,-7.93764703,1.57510587,,train
MOL_73989,success,-8.97621412,-8.48181079,0.49440333,,train
MOL_27576,success,-9.16866776,-8.36181068,0.80685709,,train
MOL_44056,success,-9.61094321,-7.83818061,1.7727626,,train
MOL_61393,success,-9.01614108,-8.52448092,0.49166016,,train
MOL_00346,success,-9.33224516,-8.153504,1.17874116,,train
MOL_87792,success,-8.99313591,-8.57450597,0.41862994,,train
MOL_03051,success,-9.22497829,-8.21665855,1.00831975,,train
MOL_81561,success,-9.13267658,-8.38695783,0.74571875,,train
MOL_34570,success,-9.23887712,-8.27036173,0.96851539,,train
MOL_35620,success,-9.37094526,-8.15597884,1.21496642,,train
MOL_72307,success,-8.91547834,-8.59854988,0.31692846,,train
MOL_43397,success,-9.08116819,-8.40359499,0.6775732,,train
MOL_95229,success,-8.86169483,-8.68081698,0.18087786,,train
MOL_75426,success,-9.07304465,-8.47120436,0.60184029,,train
MOL_65642,success,-8.90293867,-8.61009987,0.2928388,,train
MOL_23958,success,-8.914709,-8.54715908,0.36754992,,train
MOL_87643,success,-8.78323186,-8.70581937,0.07741249,,train
MOL_21978,success,-9.0008408,-8.53879543,0.46204537,,train
MOL_01613,success,-9.30066231,-8.212587,1.08807531,,train
MOL_81318,success,-8.86411212,-8.62838068,0.23573143,,train
MOL_03533,success,-9.28269095,-8.19262124,1.09006972,,train
MOL_13273,success,-8.99286824,-8.43840433,0.55446391,,train
MOL_58153,success,-8.92971875,-8.56334121,0.36637754,,train
MOL_40001,success,-9.08902453,-8.39267744,0.69634709,,train
MOL_69595,success,-9.195438,-8.25877392,0.93666408,,train
MOL_62895,success,-9.15807545,-8.34020814,0.81786731,,train
MOL_48023,success,-9.07661597,-8.43912741,0.63748855,,train
MOL_99368,success,-8.83806221,-8.66065701,0.1774052,,train
MOL_59434,success,-8.81739864,-8.74291148,0.07448715,,train
MOL_39706,success,-8.98443404,-8.55601181,0.42842223,,train
MOL_92451,success,-9.03467252,-8.49514212,0.5395304,,train
MOL_22415,success,-9.13125701,-8.35191051,0.77934651,,train
MOL_82070,success,-8.81394509,-8.7423254,0.07161968,,train
MOL_45446,success,-9.0875352,-8.45491958,0.63261562,,test
MOL_08624,success,-9.19974338,-8.31521073,0.88453265,,test
MOL_61977,success,-9.41546406,-8.05846435,1.35699971,,test
MOL_21875,success,-9.35695527,-8.07621212,1.28074315,,test
MOL_50090,success,-9.16269634,-8.34703287,0.81566348,,test
MOL_24673,success,-9.36666274,-8.12613101,1.24053172,,test
MOL_35046,success,-9.05580921,-8.43497117,0.62083803,,test
MOL_81026,success,-9.44508794,-7.98830755,1.45678039,,test
MOL_89067,success,-9.06894869,-8.47730118,0.59164751,,test
MOL_86492,success,-8.97932787,-8.54092643,0.43840145,,test
MOL_70071,success,-8.84878853,-8.65279502,0.19599351,,test
MOL_76597,success,-9.16441199,-8.3682464,0.79616559,,test
MOL_46103,success,-8.86094808,-8.69747425,0.16347383,,test
MOL_80986,success,-9.02640392,-8.53951452,0.4868894,,test
MOL_21460,success,-8.93559625,-8.55901943,0.37657682,,test
MOL_71336,success,-9.20282668,-8.34974621,0.85308048,,test
MOL_25954,success,-9.29886468,-8.19247239,1.10639229,,test
MOL_20591,success,-9.21021068,-8.24188315,0.96832753,,test
MOL_29494,success,-9.06305526,-8.45166134,0.61139392,,test
MOL_14008,success,-9.32616882,-8.23896194,1.08720688,,test
MOL_19696,success,-9.31898656,-8.15186729,1.16711927,,test
MOL_10822,success,-8.80808178,-8.69397355,0.11410823,,test
MOL_65510,success,-9.07360297,-8.39021322,0.68338976,,test
MOL_22031,success,-9.42679306,-8.07545336,1.35133971,,test
MOL_30306,success,-8.88417939,-8.55586653,0.32831286,,test
MOL_85717,success,-8.90154075,-8.6439422,0.25759855,,test
MOL_06769,success,-9.23581908,-8.25050939,0.98530969,,test
MOL_44737,success,-9.30247144,-8.23356894,1.0689025,,test
MOL_07996,success,-9.10818275,-8.47190473,0.63627802,,test
MOL_55309,success,-9.1091209,-8.4021576,0.7069633,,test
MOL_84693,success,-9.25838305,-8.29060398,0.96777907,,test
MOL_93980,success,-9.44259806,-8.05078737,1.39181069,,test
MOL_24006,success,-9.1777392,-8.22347389,0.95426531,,test
MOL_92066,success,-8.95164843,-8.53363844,0.41800999,,test
MOL_85984,success,-9.31945373,-8.0860434,1.23341033,,test
MOL_59542,success,-9.19968378,-8.27343269,0.92625109,,test
MOL_39426,success,-9.22311976,-8.27215274,0.95096703,,test
MOL_00896,success,-9.2125183,-8.2849939,0.9275244,,test
MOL_26388,success,-9.40041995,-8.02417744,1.37624251,,test
MOL_87864,success,-9.20079941,-8.33176224,0.86903717,,test
MOL_36397,success,-9.49041358,-7.96210041,1.52831316,,test
MOL_67031,success,-9.51849618,-7.95407498,1.56442121,,test
MOL_82873,success,-8.96643053,-8.5191946,0.44723593,,test
MOL_37282,success,-8.92649985,-8.61957052,0.30692933,,test
MOL_18415,success,-9.09948148,-8.37783706,0.72164442,,test
MOL_86675,success,-9.3007676,-8.19344139,1.10732621,,test
MOL_30757,success,-8.75580877,-8.7189817,0.03682707,,test
MOL_33250,success,-9.31668682,-8.15310219,1.16358463,,test
MOL_47246,success,-9.16742216,-8.26820052,0.89922164,,test
MOL_35704,success,-9.22309845,-8.25901193,0.96408652,,test
MOL_63682,success,-9.36061301,-8.01983301,1.34078,,test
MOL_99546,success,-9.44906938,-7.99668458,1.4523848,,test
MOL_01777,success,-8.90125309,-8.56559182,0.33566127,,test
MOL_64692,success,-8.90300737,-8.51333764,0.38966972,,test
MOL_02944,success,-9.43202934,-8.01015533,1.42187401,,test
MOL_32565,success,-9.09007406,-8.41068359,0.67939047,,test
MOL_88693,success,-9.51021892,-7.88457349,1.62564543,,test
MOL_56508,success,-9.42579257,-8.11700876,1.30878381,,test
MOL_16322,success,-9.01371819,-8.5863954,0.42732278,,test
MOL_63227,success,-9.42527023,-8.07108128,1.35418895,,test
MOL_44647,success,-9.00301368,-8.47010872,0.53290496,,test
MOL_64177,success,-9.31059433,-8.17289756,1.13769677,,test
MOL_49727,success,-9.27075185,-8.25051106,1.02024079,,test
MOL_71457,success,-9.38361667,-8.11509942,1.26851725,,test
MOL_79700,success,-9.38884943,-8.09125401,1.29759542,,test
MOL_22704,success,-9.20051318,-8.26835323,0.93215995,,test
MOL_70072,success,-9.40282117,-8.06451795,1.33830322,,test
MOL_39227,success,-8.76914475,-8.72654658,0.04259817,,test
MOL_14948,success,-9.03324778,-8.46594083,0.56730694,,test
MOL_71352,success,-9.10579904,-8.42760249,0.67819655,,test
MOL_27175,success,-8.9667399,-8.60635662,0.36038329,,test
MOL_63563,success,-9.32455747,-8.16513345,1.15942402,,test
MOL_65856,success,-9.26831658,-8.16068045,1.10763614,,test
MOL_86282,success,-8.87500921,-8.61604802,0.25896119,,test
MOL_74492,success,-8.78696179,-8.78418834,0.00277345,,test
MOL_04486,success,-9.30424081,-8.16946963,1.13477119,,test
MOL_49132,success,-9.42581846,-8.04322815,1.38259031,,test
MOL_70476,success,-9.15391921,-8.39549069,0.75842852,,test
MOL_96243,success,-9.29558984,-8.20341234,1.0921775,,test
MOL_33913,success,-9.28061064,-8.22561856,1.05499207,,test
MOL_01215,success,-9.31810517,-8.14916131,1.16894387,,test
MOL_38897,success,-9.26508586,-8.20323485,1.06185101,,test
MOL_24069,success,-9.17231216,-8.37667723,0.79563493,,test
MOL_59009,success,-9.26646097,-8.22038039,1.04608058,,test
MOL_19330,success,-8.97666743,-8.50203519,0.47463224,,test
MOL_48080,success,-8.94965972,-8.54972685,0.39993287,,test
MOL_33958,success,-9.33066597,-8.15206111,1.17860486,,test
MOL_31285,success,-9.20424347,-8.35283091,0.85141257,,test
